Emp ID,satisfaction_level,number_project,average_montly_hours,motivation,motivation_A1,motivation_A2,motivation_A3,motivation_A4,motivation_A5,motivation_A6,motivation_A7,motivation_A8
5830,0.74,4,105,0.6075,0.6075,0.6575,0.66825,0,0.6375,0.6775,0.6575,0.6275
5831,0.34,3,257,0.4445,0.4445,0.4945,0.422275,0,0.5445,0.4745,0.4945,0.4645
5832,0.28,4,260,0.43,0.43,0.48,0.4085,0,0.53,0.46,0.48,0.45
5833,0.7,6,145,0.6875,0.6875,0.7375,0.75625,0,0.7175,0.7175,0.7375,0.7675
5834,0.53,2,201,0.6035,0.6035,0.6535,0.66385,0,0.6335,0.6335,0.6535,0.6235
5835,0.97,4,241,0.8035,0.8035,0.8535,0.88385,0,0.9035,0.8735,0.8535,0.8235
5836,0.96,3,214,0.819,0.819,0.869,0.9009,0,0.849,0.889,0.869,0.839
5837,0.74,4,166,0.699,0.699,0.749,0.7689,0,0.729,0.769,0.749,0.719
5838,0.79,4,173,0.7345,0.7345,0.7845,0.80795,0,0.7645,0.8045,0.7845,0.7545
5839,0.61,4,181,0.6565,0.6565,0.7065,0.72215,0,0.6865,0.6865,0.7065,0.6765
5840,0.36,4,114,0.431,0.431,0.481,0.40945,0,0.461,0.461,0.481,0.451
5841,0.15,5,267,0.3745,0.3745,0.4245,0.355775,0,0.4745,0.4045,0.4245,0.4545
5842,0.61,4,216,0.661,0.661,0.711,0.7271,0,0.691,0.691,0.711,0.681
5843,0.59,4,265,0.5775,0.5775,0.6275,0.548625,0,0.6775,0.6075,0.6275,0.5975
5844,0.58,5,272,0.582,0.582,0.632,0.5529,0,0.682,0.612,0.632,0.662
5845,0.49,4,229,0.5815,0.5815,0.6315,0.552425,0,0.6815,0.6115,0.6315,0.6015
5846,0.92,5,174,0.821,0.821,0.871,0.9031,0,0.851,0.891,0.871,0.901
5847,0.72,3,264,0.624,0.624,0.674,0.6864,0,0.724,0.694,0.674,0.644
5848,0.77,5,221,0.7535,0.7535,0.8035,0.82885,0,0.8535,0.8235,0.8035,0.8335
5849,0.6,3,202,0.657,0.657,0.707,0.7227,0,0.687,0.687,0.707,0.677
5850,0.21,3,262,0.372,0.372,0.422,0.3534,0,0.472,0.402,0.422,0.392
5851,0.83,3,150,0.7,0.7,0.75,0.77,0,0.73,0.77,0.75,0.72
5852,0.71,3,251,0.6385,0.6385,0.6885,0.70235,0,0.7385,0.7085,0.6885,0.6585
5853,0.94,2,230,0.765,0.765,0.815,0.8415,0,0.865,0.835,0.815,0.785
5854,0.59,3,185,0.6325,0.6325,0.6825,0.69575,0,0.6625,0.6625,0.6825,0.6525
5855,0.59,4,216,0.651,0.651,0.701,0.7161,0,0.681,0.681,0.701,0.671
5856,0.99,3,181,0.8265,0.8265,0.8765,0.90915,0,0.8565,0.8965,0.8765,0.8465
5857,0.64,5,140,0.63,0.63,0.68,0.693,0,0.66,0.66,0.68,0.71
5858,0.54,4,160,0.59,0.59,0.64,0.5605,0,0.62,0.62,0.64,0.61
5859,0.78,3,192,0.738,0.738,0.788,0.8118,0,0.768,0.808,0.788,0.758
5860,0.7,6,257,0.6845,0.6845,0.7345,0.75295,0,0.7845,0.7145,0.7345,0.7645
5861,0.9,5,236,0.796,0.796,0.846,0.8756,0,0.896,0.866,0.846,0.876
5862,0.14,6,160,0.43,0.43,0.48,0.4085,0,0.46,0.46,0.48,0.51
5863,0.33,3,125,0.4125,0.4125,0.4625,0.391875,0,0.4425,0.4425,0.4625,0.4325
5864,0.73,4,139,0.6535,0.6535,0.7035,0.71885,0,0.6835,0.7235,0.7035,0.6735
5865,0.8,4,217,0.7545,0.7545,0.8045,0.82995,0,0.7845,0.8245,0.8045,0.7745
5866,0.17,6,246,0.436,0.436,0.486,0.4142,0,0.536,0.466,0.486,0.516
5867,0.34,4,284,0.424,0.424,0.474,0.4028,0,0.524,0.454,0.474,0.444
5868,0.61,3,263,0.5705,0.5705,0.6205,0.541975,0,0.6705,0.6005,0.6205,0.5905
5869,0.18,4,241,0.4085,0.4085,0.4585,0.388075,0,0.5085,0.4385,0.4585,0.4285
5870,0.72,3,258,0.633,0.633,0.683,0.6963,0,0.733,0.703,0.683,0.653
5871,0.32,4,136,0.444,0.444,0.494,0.4218,0,0.474,0.474,0.494,0.464
5872,0.85,2,223,0.7305,0.7305,0.7805,0.80355,0,0.8305,0.8005,0.7805,0.7505
5873,0.85,5,170,0.78,0.78,0.83,0.858,0,0.81,0.85,0.83,0.86
5874,0.8,4,194,0.771,0.771,0.821,0.8481,0,0.801,0.841,0.821,0.791
5875,0.36,4,218,0.533,0.533,0.583,0.50635,0,0.563,0.563,0.583,0.553
5876,0.8,6,178,0.787,0.787,0.837,0.8657,0,0.817,0.857,0.837,0.867
5877,0.55,3,181,0.6065,0.6065,0.6565,0.66715,0,0.6365,0.6365,0.6565,0.6265
5878,0.69,3,183,0.6795,0.6795,0.7295,0.74745,0,0.7095,0.7095,0.7295,0.6995
5879,0.71,2,198,0.692,0.692,0.742,0.7612,0,0.722,0.762,0.742,0.712
5880,0.74,3,203,0.7255,0.7255,0.7755,0.79805,0,0.7555,0.7955,0.7755,0.7455
5881,0.76,5,204,0.774,0.774,0.824,0.8514,0,0.804,0.844,0.824,0.854
5882,0.81,3,257,0.6795,0.6795,0.7295,0.74745,0,0.7795,0.7495,0.7295,0.6995
5883,0.59,4,169,0.6285,0.6285,0.6785,0.69135,0,0.6585,0.6585,0.6785,0.6485
5884,0.97,4,203,0.8605,0.8605,0.9105,0.94655,0,0.8905,0.9305,0.9105,0.8805
5885,0.98,4,260,0.78,0.78,0.83,0.858,0,0.88,0.85,0.83,0.8
5886,0.96,5,202,0.877,0.877,0.927,0.9647,0,0.907,0.947,0.927,0.957
5887,0.82,4,199,0.7885,0.7885,0.8385,0.86735,0,0.8185,0.8585,0.8385,0.8085
5888,0.97,2,270,0.72,0.72,0.77,0.792,0,0.82,0.79,0.77,0.74
5889,0.74,5,258,0.683,0.683,0.733,0.7513,0,0.783,0.753,0.733,0.763
5890,0.14,4,108,0.312,0.312,0.362,0.2964,0,0.342,0.342,0.362,0.332
5891,0.3,3,232,0.462,0.462,0.512,0.4389,0,0.562,0.492,0.512,0.482
5892,0.74,4,149,0.6735,0.6735,0.7235,0.74085,0,0.7035,0.7435,0.7235,0.6935
5893,0.85,4,214,0.784,0.784,0.834,0.8624,0,0.814,0.854,0.834,0.804
5894,0.69,4,136,0.629,0.629,0.679,0.6919,0,0.659,0.659,0.679,0.649
5895,0.6,4,164,0.626,0.626,0.676,0.6886,0,0.656,0.656,0.676,0.646
5896,0.53,3,236,0.571,0.571,0.621,0.54245,0,0.671,0.601,0.621,0.591
5897,0.94,3,270,0.725,0.725,0.775,0.7975,0,0.825,0.795,0.775,0.745
5898,0.57,5,156,0.619,0.619,0.669,0.6809,0,0.649,0.649,0.669,0.699
5899,0.2,3,250,0.385,0.385,0.435,0.36575,0,0.485,0.415,0.435,0.405
5900,0.82,4,196,0.784,0.784,0.834,0.8624,0,0.814,0.854,0.834,0.804
5901,0.62,5,169,0.6635,0.6635,0.7135,0.72985,0,0.6935,0.6935,0.7135,0.7435
5902,0.88,2,144,0.696,0.696,0.746,0.7656,0,0.726,0.766,0.746,0.716
5903,0.82,4,160,0.73,0.73,0.78,0.803,0,0.76,0.8,0.78,0.75
5904,0.62,3,142,0.583,0.583,0.633,0.55385,0,0.613,0.613,0.633,0.603
5905,0.74,5,165,0.7175,0.7175,0.7675,0.78925,0,0.7475,0.7875,0.7675,0.7975
5906,0.91,4,163,0.7795,0.7795,0.8295,0.85745,0,0.8095,0.8495,0.8295,0.7995
5907,0.7,3,263,0.6155,0.6155,0.6655,0.67705,0,0.7155,0.6455,0.6655,0.6355
5908,0.84,3,178,0.747,0.747,0.797,0.8217,0,0.777,0.817,0.797,0.767
5909,0.35,3,109,0.3985,0.3985,0.4485,0.378575,0,0.4285,0.4285,0.4485,0.4185
5910,0.28,4,206,0.511,0.511,0.561,0.48545,0,0.541,0.541,0.561,0.531
5911,0.37,3,168,0.497,0.497,0.547,0.47215,0,0.527,0.527,0.547,0.517
5912,0.75,4,155,0.6875,0.6875,0.7375,0.75625,0,0.7175,0.7575,0.7375,0.7075
5913,0.34,4,154,0.481,0.481,0.531,0.45695,0,0.511,0.511,0.531,0.501
5914,0.55,4,179,0.6235,0.6235,0.6735,0.68585,0,0.6535,0.6535,0.6735,0.6435
5915,0.97,3,168,0.797,0.797,0.847,0.8767,0,0.827,0.867,0.847,0.817
5916,0.91,3,158,0.752,0.752,0.802,0.8272,0,0.782,0.822,0.802,0.772
5917,0.48,3,180,0.57,0.57,0.62,0.5415,0,0.6,0.6,0.62,0.59
5918,0.53,4,227,0.6045,0.6045,0.6545,0.66495,0,0.7045,0.6345,0.6545,0.6245
5919,0.84,3,139,0.6885,0.6885,0.7385,0.75735,0,0.7185,0.7585,0.7385,0.7085
5920,0.31,3,120,0.395,0.395,0.445,0.37525,0,0.425,0.425,0.445,0.415
5921,0.81,4,255,0.7025,0.7025,0.7525,0.77275,0,0.8025,0.7725,0.7525,0.7225
5922,0.78,5,273,0.6805,0.6805,0.7305,0.74855,0,0.7805,0.7505,0.7305,0.7605
5923,0.64,3,272,0.572,0.572,0.622,0.5434,0,0.672,0.602,0.622,0.592
5924,0.41,4,231,0.5385,0.5385,0.5885,0.511575,0,0.6385,0.5685,0.5885,0.5585
5925,0.74,5,281,0.6485,0.6485,0.6985,0.71335,0,0.7485,0.7185,0.6985,0.7285
5926,0.89,3,208,0.793,0.793,0.843,0.8723,0,0.823,0.863,0.843,0.813
5927,0.26,4,215,0.4875,0.4875,0.5375,0.463125,0,0.5175,0.5175,0.5375,0.5075
5928,0.72,5,111,0.6265,0.6265,0.6765,0.68915,0,0.6565,0.6965,0.6765,0.7065
5929,0.84,2,168,0.712,0.712,0.762,0.7832,0,0.742,0.782,0.762,0.732
5930,0.52,2,144,0.516,0.516,0.566,0.4902,0,0.546,0.546,0.566,0.536
5931,0.65,3,266,0.586,0.586,0.636,0.5567,0,0.686,0.616,0.636,0.606
5932,0.66,3,169,0.6435,0.6435,0.6935,0.70785,0,0.6735,0.6735,0.6935,0.6635
5933,0.86,4,162,0.753,0.753,0.803,0.8283,0,0.783,0.823,0.803,0.773
5934,0.91,3,243,0.7505,0.7505,0.8005,0.82555,0,0.8505,0.8205,0.8005,0.7705
5935,0.84,3,186,0.759,0.759,0.809,0.8349,0,0.789,0.829,0.809,0.779
5936,0.87,4,231,0.7685,0.7685,0.8185,0.84535,0,0.8685,0.8385,0.8185,0.7885
5937,0.57,4,167,0.6155,0.6155,0.6655,0.67705,0,0.6455,0.6455,0.6655,0.6355
5938,0.68,3,139,0.6085,0.6085,0.6585,0.66935,0,0.6385,0.6385,0.6585,0.6285
5939,1,5,182,0.873,0.873,0.923,0.9603,0,0.903,0.943,0.923,0.953
5940,0.86,4,261,0.7185,0.7185,0.7685,0.79035,0,0.8185,0.7885,0.7685,0.7385
5941,0.7,4,248,0.658,0.658,0.708,0.7238,0,0.758,0.688,0.708,0.678
5942,0.28,2,164,0.426,0.426,0.476,0.4047,0,0.456,0.456,0.476,0.446
5943,0.84,3,230,0.735,0.735,0.785,0.8085,0,0.835,0.805,0.785,0.755
5944,0.68,3,226,0.661,0.661,0.711,0.7271,0,0.761,0.691,0.711,0.681
5945,0.45,2,98,0.412,0.412,0.462,0.3914,0,0.442,0.442,0.462,0.432
5946,0.37,5,117,0.4605,0.4605,0.5105,0.437475,0,0.4905,0.4905,0.5105,0.5405
5947,0.98,4,200,0.87,0.87,0.92,0.957,0,0.9,0.94,0.92,0.89
5948,0.67,3,206,0.686,0.686,0.736,0.7546,0,0.716,0.716,0.736,0.706
5949,0.74,4,142,0.663,0.663,0.713,0.7293,0,0.693,0.733,0.713,0.683
5950,0.48,2,174,0.541,0.541,0.591,0.51395,0,0.571,0.571,0.591,0.561
5951,0.22,5,284,0.384,0.384,0.434,0.3648,0,0.484,0.414,0.434,0.464
5952,0.14,5,163,0.4145,0.4145,0.4645,0.393775,0,0.4445,0.4445,0.4645,0.4945
5953,0.93,5,189,0.8485,0.8485,0.8985,0.93335,0,0.8785,0.9185,0.8985,0.9285
5954,0.83,4,189,0.7785,0.7785,0.8285,0.85635,0,0.8085,0.8485,0.8285,0.7985
5955,0.94,3,256,0.746,0.746,0.796,0.8206,0,0.846,0.816,0.796,0.766
5956,0.7,3,215,0.6875,0.6875,0.7375,0.75625,0,0.7175,0.7175,0.7375,0.7075
5957,0.74,4,221,0.7185,0.7185,0.7685,0.79035,0,0.8185,0.7885,0.7685,0.7385
5958,0.83,4,263,0.7005,0.7005,0.7505,0.77055,0,0.8005,0.7705,0.7505,0.7205
5959,0.97,3,208,0.833,0.833,0.883,0.9163,0,0.863,0.903,0.883,0.853
5960,0.61,3,216,0.641,0.641,0.691,0.7051,0,0.671,0.671,0.691,0.661
5961,0.77,2,242,0.662,0.662,0.712,0.7282,0,0.762,0.732,0.712,0.682
5962,0.66,2,135,0.5725,0.5725,0.6225,0.543875,0,0.6025,0.6025,0.6225,0.5925
5963,0.92,3,190,0.805,0.805,0.855,0.8855,0,0.835,0.875,0.855,0.825
5964,0.62,3,108,0.532,0.532,0.582,0.5054,0,0.562,0.562,0.582,0.552
5965,0.15,6,195,0.4875,0.4875,0.5375,0.463125,0,0.5175,0.5175,0.5375,0.5675
5966,0.82,3,160,0.71,0.71,0.76,0.781,0,0.74,0.78,0.76,0.73
5967,0.7,5,273,0.6405,0.6405,0.6905,0.70455,0,0.7405,0.6705,0.6905,0.7205
5968,0.18,2,177,0.3955,0.3955,0.4455,0.375725,0,0.4255,0.4255,0.4455,0.4155
5969,0.99,3,163,0.7995,0.7995,0.8495,0.87945,0,0.8295,0.8695,0.8495,0.8195
5970,0.22,4,106,0.349,0.349,0.399,0.33155,0,0.379,0.379,0.399,0.369
5971,0.61,5,236,0.651,0.651,0.701,0.7161,0,0.751,0.681,0.701,0.731
5972,0.78,3,132,0.648,0.648,0.698,0.7128,0,0.678,0.718,0.698,0.668
5973,0.84,3,253,0.7005,0.7005,0.7505,0.77055,0,0.8005,0.7705,0.7505,0.7205
5974,0.87,4,151,0.7415,0.7415,0.7915,0.81565,0,0.7715,0.8115,0.7915,0.7615
5975,0.73,4,266,0.646,0.646,0.696,0.7106,0,0.746,0.716,0.696,0.666
5976,0.7,3,141,0.6215,0.6215,0.6715,0.68365,0,0.6515,0.6515,0.6715,0.6415
5977,0.98,5,217,0.8645,0.8645,0.9145,0.95095,0,0.8945,0.9345,0.9145,0.9445
5978,0.85,3,258,0.698,0.698,0.748,0.7678,0,0.798,0.768,0.748,0.718
5979,0.56,5,275,0.5675,0.5675,0.6175,0.539125,0,0.6675,0.5975,0.6175,0.6475
5980,0.48,4,210,0.605,0.605,0.655,0.6655,0,0.635,0.635,0.655,0.625
5981,0.65,3,243,0.6205,0.6205,0.6705,0.68255,0,0.7205,0.6505,0.6705,0.6405
5982,0.84,3,234,0.729,0.729,0.779,0.8019,0,0.829,0.799,0.779,0.749
5983,0.17,4,274,0.354,0.354,0.404,0.3363,0,0.454,0.384,0.404,0.374
5984,0.84,4,261,0.7085,0.7085,0.7585,0.77935,0,0.8085,0.7785,0.7585,0.7285
5985,0.96,3,158,0.777,0.777,0.827,0.8547,0,0.807,0.847,0.827,0.797
5986,0.62,5,251,0.6335,0.6335,0.6835,0.69685,0,0.7335,0.6635,0.6835,0.7135
5987,0.57,3,158,0.582,0.582,0.632,0.5529,0,0.612,0.612,0.632,0.602
5988,0.98,3,246,0.781,0.781,0.831,0.8591,0,0.881,0.851,0.831,0.801
5989,0.72,4,227,0.6995,0.6995,0.7495,0.76945,0,0.7995,0.7695,0.7495,0.7195
5990,0.43,4,169,0.5485,0.5485,0.5985,0.521075,0,0.5785,0.5785,0.5985,0.5685
5991,0.68,5,187,0.7205,0.7205,0.7705,0.79255,0,0.7505,0.7505,0.7705,0.8005
5992,0.69,4,238,0.668,0.668,0.718,0.7348,0,0.768,0.698,0.718,0.688
5993,0.91,4,139,0.7435,0.7435,0.7935,0.81785,0,0.7735,0.8135,0.7935,0.7635
5994,0.42,2,284,0.424,0.424,0.474,0.4028,0,0.524,0.454,0.474,0.444
5995,0.8,4,255,0.6975,0.6975,0.7475,0.76725,0,0.7975,0.7675,0.7475,0.7175
5996,0.79,5,230,0.75,0.75,0.8,0.825,0,0.85,0.82,0.8,0.83
5997,1,3,272,0.752,0.752,0.802,0.8272,0,0.852,0.822,0.802,0.772
5998,0.63,4,155,0.6275,0.6275,0.6775,0.69025,0,0.6575,0.6575,0.6775,0.6475
5999,0.61,6,163,0.6695,0.6695,0.7195,0.73645,0,0.6995,0.6995,0.7195,0.7495
6000,0.78,4,260,0.68,0.68,0.73,0.748,0,0.78,0.75,0.73,0.7
6001,0.72,5,223,0.7255,0.7255,0.7755,0.79805,0,0.8255,0.7955,0.7755,0.8055
6002,0.64,4,247,0.6295,0.6295,0.6795,0.69245,0,0.7295,0.6595,0.6795,0.6495
6003,0.79,3,126,0.644,0.644,0.694,0.7084,0,0.674,0.714,0.694,0.664
6004,0.64,3,147,0.6005,0.6005,0.6505,0.66055,0,0.6305,0.6305,0.6505,0.6205
6005,0.82,4,259,0.7015,0.7015,0.7515,0.77165,0,0.8015,0.7715,0.7515,0.7215
6006,0.51,4,196,0.629,0.629,0.679,0.6919,0,0.659,0.659,0.679,0.649
6007,0.18,6,227,0.4695,0.4695,0.5195,0.446025,0,0.5695,0.4995,0.5195,0.5495
6008,0.67,5,161,0.6765,0.6765,0.7265,0.74415,0,0.7065,0.7065,0.7265,0.7565
6009,0.65,3,213,0.6655,0.6655,0.7155,0.73205,0,0.6955,0.6955,0.7155,0.6855
6010,0.7,4,183,0.7045,0.7045,0.7545,0.77495,0,0.7345,0.7345,0.7545,0.7245
6011,0.59,3,194,0.646,0.646,0.696,0.7106,0,0.676,0.676,0.696,0.666
6012,0.56,3,237,0.5845,0.5845,0.6345,0.555275,0,0.6845,0.6145,0.6345,0.6045
6013,0.17,5,273,0.3755,0.3755,0.4255,0.356725,0,0.4755,0.4055,0.4255,0.4555
6014,0.8,2,166,0.689,0.689,0.739,0.7579,0,0.719,0.759,0.739,0.709
6015,0.91,5,169,0.8085,0.8085,0.8585,0.88935,0,0.8385,0.8785,0.8585,0.8885
6016,0.51,3,154,0.546,0.546,0.596,0.5187,0,0.576,0.576,0.596,0.566
6017,0.76,3,201,0.7385,0.7385,0.7885,0.81235,0,0.7685,0.8085,0.7885,0.7585
6018,0.82,3,178,0.737,0.737,0.787,0.8107,0,0.767,0.807,0.787,0.757
6019,0.44,3,161,0.5215,0.5215,0.5715,0.495425,0,0.5515,0.5515,0.5715,0.5415
6020,0.5,4,269,0.5265,0.5265,0.5765,0.500175,0,0.6265,0.5565,0.5765,0.5465
6021,0.54,3,203,0.6255,0.6255,0.6755,0.68805,0,0.6555,0.6555,0.6755,0.6455
6022,0.56,4,271,0.5535,0.5535,0.6035,0.525825,0,0.6535,0.5835,0.6035,0.5735
6023,0.77,6,181,0.7765,0.7765,0.8265,0.85415,0,0.8065,0.8465,0.8265,0.8565
6024,0.39,4,135,0.4775,0.4775,0.5275,0.453625,0,0.5075,0.5075,0.5275,0.4975
6025,0.52,3,275,0.5075,0.5075,0.5575,0.482125,0,0.6075,0.5375,0.5575,0.5275
6026,0.63,3,252,0.597,0.597,0.647,0.56715,0,0.697,0.627,0.647,0.617
6027,0.49,2,129,0.4785,0.4785,0.5285,0.454575,0,0.5085,0.5085,0.5285,0.4985
6028,0.2,4,230,0.435,0.435,0.485,0.41325,0,0.535,0.465,0.485,0.455
6029,0.21,3,287,0.3345,0.3345,0.3845,0.317775,0,0.4345,0.3645,0.3845,0.3545
6030,0.85,5,156,0.759,0.759,0.809,0.8349,0,0.789,0.829,0.809,0.839
6031,0.54,2,279,0.4915,0.4915,0.5415,0.466925,0,0.5915,0.5215,0.5415,0.5115
6032,0.23,5,156,0.449,0.449,0.499,0.42655,0,0.479,0.479,0.499,0.529
6033,0.65,3,168,0.637,0.637,0.687,0.7007,0,0.667,0.667,0.687,0.657
6034,0.19,6,259,0.4265,0.4265,0.4765,0.405175,0,0.5265,0.4565,0.4765,0.5065
6035,0.76,4,188,0.742,0.742,0.792,0.8162,0,0.772,0.812,0.792,0.762
6036,0.83,4,149,0.7185,0.7185,0.7685,0.79035,0,0.7485,0.7885,0.7685,0.7385
6037,0.97,3,157,0.7805,0.7805,0.8305,0.85855,0,0.8105,0.8505,0.8305,0.8005
6038,0.67,3,201,0.6935,0.6935,0.7435,0.76285,0,0.7235,0.7235,0.7435,0.7135
6039,0.53,3,185,0.6025,0.6025,0.6525,0.66275,0,0.6325,0.6325,0.6525,0.6225
6040,0.34,2,160,0.45,0.45,0.5,0.4275,0,0.48,0.48,0.5,0.47
6041,0.58,5,251,0.6135,0.6135,0.6635,0.67485,0,0.7135,0.6435,0.6635,0.6935
6042,0.96,5,145,0.7975,0.7975,0.8475,0.87725,0,0.8275,0.8675,0.8475,0.8775
6043,0.72,3,269,0.6165,0.6165,0.6665,0.67815,0,0.7165,0.6865,0.6665,0.6365
6044,0.58,3,213,0.6305,0.6305,0.6805,0.69355,0,0.6605,0.6605,0.6805,0.6505
6045,0.39,6,276,0.501,0.501,0.551,0.47595,0,0.601,0.531,0.551,0.581
6046,0.24,5,232,0.472,0.472,0.522,0.4484,0,0.572,0.502,0.522,0.552
6047,0.64,4,184,0.676,0.676,0.726,0.7436,0,0.706,0.706,0.726,0.696
6048,0.98,3,260,0.76,0.76,0.81,0.836,0,0.86,0.83,0.81,0.78
6049,0.64,3,214,0.659,0.659,0.709,0.7249,0,0.689,0.689,0.709,0.679
6050,0.56,2,194,0.611,0.611,0.661,0.6721,0,0.641,0.641,0.661,0.631
6051,0.53,5,181,0.6365,0.6365,0.6865,0.70015,0,0.6665,0.6665,0.6865,0.7165
6052,0.62,4,215,0.6675,0.6675,0.7175,0.73425,0,0.6975,0.6975,0.7175,0.6875
6053,0.85,3,194,0.776,0.776,0.826,0.8536,0,0.806,0.846,0.826,0.796
6054,0.76,4,190,0.745,0.745,0.795,0.8195,0,0.775,0.815,0.795,0.765
6055,0.69,3,260,0.615,0.615,0.665,0.6765,0,0.715,0.645,0.665,0.635
6056,0.35,2,171,0.4715,0.4715,0.5215,0.447925,0,0.5015,0.5015,0.5215,0.4915
6057,0.54,2,193,0.5995,0.5995,0.6495,0.569525,0,0.6295,0.6295,0.6495,0.6195
6058,0.63,3,252,0.597,0.597,0.647,0.56715,0,0.697,0.627,0.647,0.617
6059,0.58,5,171,0.6465,0.6465,0.6965,0.71115,0,0.6765,0.6765,0.6965,0.7265
6060,0.7,3,185,0.6875,0.6875,0.7375,0.75625,0,0.7175,0.7175,0.7375,0.7075
6061,0.48,4,152,0.548,0.548,0.598,0.5206,0,0.578,0.578,0.598,0.568
6062,0.59,4,183,0.6495,0.6495,0.6995,0.71445,0,0.6795,0.6795,0.6995,0.6695
6063,0.96,4,145,0.7775,0.7775,0.8275,0.85525,0,0.8075,0.8475,0.8275,0.7975
6064,0.99,3,190,0.84,0.84,0.89,0.924,0,0.87,0.91,0.89,0.86
6065,0.73,4,214,0.724,0.724,0.774,0.7964,0,0.754,0.794,0.774,0.744
6066,0.7,2,139,0.5985,0.5985,0.6485,0.568575,0,0.6285,0.6285,0.6485,0.6185
6067,0.85,5,236,0.771,0.771,0.821,0.8481,0,0.871,0.841,0.821,0.851
6068,0.66,3,156,0.624,0.624,0.674,0.6864,0,0.654,0.654,0.674,0.644
6069,0.94,2,221,0.7785,0.7785,0.8285,0.85635,0,0.8785,0.8485,0.8285,0.7985
6070,0.54,6,278,0.573,0.573,0.623,0.54435,0,0.673,0.603,0.623,0.653
6071,0.78,4,129,0.6635,0.6635,0.7135,0.72985,0,0.6935,0.7335,0.7135,0.6835
6072,0.64,3,213,0.6605,0.6605,0.7105,0.72655,0,0.6905,0.6905,0.7105,0.6805
6073,0.68,3,146,0.619,0.619,0.669,0.6809,0,0.649,0.649,0.669,0.639
6074,0.92,4,159,0.7785,0.7785,0.8285,0.85635,0,0.8085,0.8485,0.8285,0.7985
6075,0.72,3,198,0.717,0.717,0.767,0.7887,0,0.747,0.787,0.767,0.737
6076,0.78,6,251,0.7335,0.7335,0.7835,0.80685,0,0.8335,0.8035,0.7835,0.8135
6077,0.35,2,124,0.401,0.401,0.451,0.38095,0,0.431,0.431,0.451,0.421
6078,0.97,5,223,0.8505,0.8505,0.9005,0.93555,0,0.9505,0.9205,0.9005,0.9305
6079,0.57,3,163,0.5895,0.5895,0.6395,0.560025,0,0.6195,0.6195,0.6395,0.6095
6080,0.9,4,242,0.767,0.767,0.817,0.8437,0,0.867,0.837,0.817,0.787
6081,0.31,4,97,0.3805,0.3805,0.4305,0.361475,0,0.4105,0.4105,0.4305,0.4005
6082,0.17,4,267,0.3645,0.3645,0.4145,0.346275,0,0.4645,0.3945,0.4145,0.3845
6083,0.8,5,199,0.7985,0.7985,0.8485,0.87835,0,0.8285,0.8685,0.8485,0.8785
6084,0.19,3,107,0.3155,0.3155,0.3655,0.299725,0,0.3455,0.3455,0.3655,0.3355
6085,0.57,5,144,0.601,0.601,0.651,0.6611,0,0.631,0.631,0.651,0.681
6086,0.22,3,213,0.4505,0.4505,0.5005,0.427975,0,0.4805,0.4805,0.5005,0.4705
6087,0.15,5,284,0.349,0.349,0.399,0.33155,0,0.449,0.379,0.399,0.429
6088,0.62,5,259,0.6215,0.6215,0.6715,0.68365,0,0.7215,0.6515,0.6715,0.7015
6089,0.61,3,103,0.5195,0.5195,0.5695,0.493525,0,0.5495,0.5495,0.5695,0.5395
6090,0.87,5,236,0.781,0.781,0.831,0.8591,0,0.881,0.851,0.831,0.861
6091,0.54,4,199,0.6485,0.6485,0.6985,0.71335,0,0.6785,0.6785,0.6985,0.6685
6092,0.71,3,201,0.7135,0.7135,0.7635,0.78485,0,0.7435,0.7835,0.7635,0.7335
6093,0.66,3,123,0.5745,0.5745,0.6245,0.545775,0,0.6045,0.6045,0.6245,0.5945
6094,0.7,4,143,0.6445,0.6445,0.6945,0.70895,0,0.6745,0.6745,0.6945,0.6645
6095,0.53,5,159,0.6035,0.6035,0.6535,0.66385,0,0.6335,0.6335,0.6535,0.6835
6096,0.92,5,203,0.8555,0.8555,0.9055,0.94105,0,0.8855,0.9255,0.9055,0.9355
6097,0.93,4,168,0.797,0.797,0.847,0.8767,0,0.827,0.867,0.847,0.817
6098,0.62,5,180,0.68,0.68,0.73,0.748,0,0.71,0.71,0.73,0.76
6099,0.65,5,142,0.638,0.638,0.688,0.7018,0,0.668,0.668,0.688,0.718
6100,0.87,4,266,0.716,0.716,0.766,0.7876,0,0.816,0.786,0.766,0.736
6101,0.97,5,265,0.7875,0.7875,0.8375,0.86625,0,0.8875,0.8575,0.8375,0.8675
6102,0.76,5,257,0.6945,0.6945,0.7445,0.76395,0,0.7945,0.7645,0.7445,0.7745
6103,0.96,4,234,0.809,0.809,0.859,0.8899,0,0.909,0.879,0.859,0.829
6104,1,3,223,0.8255,0.8255,0.8755,0.90805,0,0.9255,0.8955,0.8755,0.8455
6105,0.99,5,261,0.8035,0.8035,0.8535,0.88385,0,0.9035,0.8735,0.8535,0.8835
6106,0.67,4,197,0.7105,0.7105,0.7605,0.78155,0,0.7405,0.7405,0.7605,0.7305
6107,0.61,4,171,0.6415,0.6415,0.6915,0.70565,0,0.6715,0.6715,0.6915,0.6615
6108,0.62,3,228,0.628,0.628,0.678,0.6908,0,0.728,0.658,0.678,0.648
6109,0.62,3,141,0.5815,0.5815,0.6315,0.552425,0,0.6115,0.6115,0.6315,0.6015
